#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
UU|EOCU|40.777|-111.8991|1356.0|EOC, State Capitol Campus, Salt Lake City, UT USA||
UU|EPU|41.3915|-112.40884|1436.0|East Promontory, UT||
UU|ETW|41.66945|-112.14222|1305.0|Elwood Town Hall, Elwood, UT, USA||
UU|FLU|39.37817|-112.1715|1951.0|Fools Peak, UT, USA||
UU|FOR1|38.3689|-113.0938|1642.0|Milford Southwest, UT, USA||
UU|FOR2|38.495|-112.8723|1760.0|Blundell East, UT, USA||
UU|FOR5|38.569727|-112.85453|1739.1|FORGE 5||
UU|FOR6|38.489818|-112.787486|2421.0|FORGE||
UU|FOR7|38.420718|-112.852595|1964.0|FORGE||
UU|FOR8|38.528575|-113.077933|1654.0|FORGE||
UU|FORB|38.490125|-112.85502|1840.1|FORGE Blundell||
UU|FORK|38.501227|-112.886489|1408.0|Blundell, UT, USA||
UU|FORK2|38.5102|-112.89792|1634.7|FORK2 1000' Borehole Site||
UU|FORK3|38.50033|-112.89787|1645.5|FORK3 1000' Borehole Site||
UU|FORU|38.4588|-112.8614|1840.0|South Mineral Mountains, UT, USA||
UU|FORW|38.562595|-112.936839|1516.0|Milford Wind Farm, UT, USA||
UU|FPU|41.02633|-111.83683|2816.0|Francis Peak, UT, USA||
UU|FSB1|38.484942|-112.89136|1697.0|FORGE surface borehole 1, UT, USA||
UU|FSB3|38.513377|-112.880675|1701.0|FORGE surface borehole 3, UT, USA||
UU|FSB4|38.425726|-112.933649|1578.0|FORGE surface borehole 4, UT, USA||
UU|FSB5|38.50317|-113.013784|1474.0|FORGE surface borehole 5, UT, USA||
UU|FSB6|38.602002|-112.941152|1462.0|FORGE surface borehole 6, UT, USA||
UU|FSU|39.7225|-113.39133|1487.0|Fish Springs, UT, USA||
UU|FTT|40.68611|-112.08334|1381.0|Salt Lake County Fire Training Tower, Magna, UT, USA||
UU|GAWY|41.740431|-109.852103|2011.0|Genesis Alkali Granger, WY, USA||
UU|GMO|40.60055|-112.47472|1320.0|Grantsville Maintenance Office, Grantsville, UT, USA||
UU|GMU|40.5755|-111.76317|1829.0|Granite Mountain Vault, UT, USA||
UU|GZU|41.42516|-111.975|2649.0|Grizzly Peak, UT, USA||
UU|HAFB|41.1179|-111.9759|1471.0|Hill Air Force Base, Hill AFB, UT, USA||
UU|HDUT|41.80322|-111.76595|1846.3|Hyde Park, UT||
UU|HEB|40.5015|-111.33583|1925.0|Heber, UT, USA||
UU|HER|40.5157|-112.0309|1502.0|Herriman Fire Station, UT, USA||
UU|HES|41.16483|-112.12168|1292.0|Hooper Elementary School, UT, USA||
UU|HHS|37.1738|-113.2957|987.0|Hurricane High School, Hurricane, UT, USA||
UU|HLJ|40.610614|-111.400836|1945.0|Hailstone Junction, Jordanelle, UT, USA||
UU|HMU|37.938|-110.7418|2430.0|Henry Mountain, UT, USA||
UU|HRU|40.7945|-111.88567|1620.0|Hogsback Ridge, UT, USA||
UU|HTU|40.67453|-111.22075|2586.0|Hoyt Peak, UT, USA||
UU|HVU|41.77967|-112.775|1609.0|Hansel Valley, UT||
UU|IAE|37.6651|-113.0667|1807.0|Iron County Adult Education, Cedar City, UT, USA||
UU|ICU|37.14995|-113.92526|1445.0|Indian Springs Canyon, UT, USA||
UU|IMU|38.63317|-113.15833|1833.0|Iron Mountain, UT, USA||
UU|JRP|40.8256|-111.9443|1284.0|Jordan River State Park, SLC, UT, USA||
UU|JVW2|40.631606|-111.919089|1310.0|Murray City Parkway Golf Course, Murray, UT, USA||
UU|KCBD|37.035853|-112.526575|1470.0|Kane County Bus Depot, UT, USA||
UU|KHUT|41.721572|-112.029595|1829.0|Kindman Hollow, UT, USA||
UU|KNB|37.0166|-112.822|1715.0|Kanab, UT, USA||
UU|LCMT|37.0118|-113.2439|1411.0|Little Creek Mountain, UT, USA||
UU|LCU|40.5735|-111.7985|1571.0|Little Cottonwood, UT, USA||
UU|LEVU|39.5065|-111.81467|1996.0|Levan, UT, USA||
UU|LGC|40.9006|-111.9085|1292.0|Lakeside Golf Course, Bountiful, UT, USA||
UU|LHUT|40.891417|-110.99635|3084.0|Little Humpy Peak, UT, USA||
UU|LIUT|39.4241|-110.3251|2178.0|Lila Canyon, UT, USA||
UU|LKC|40.72695|-112.03588|1289.0|Lee Kay Center, Magna, UT, USA||
UU|LMUT|40.2615|-111.9282|2330.0|Lake Mountain, UT, USA||
UU|LRG|41.71361|-111.85139|1362.0|Logan River Golf Course, UT, USA||
UU|LSU|40.13225|-111.7301|1375.0|Lake Shores, Youd Farm, UT, USA||
UU|LTU|41.59184|-112.24717|1585.0|Little Mountain, UT, USA||
UU|MAB|40.12983|-111.57784|1440.0|Mapleton Ambulance Building, UT, USA||
UU|MCU|41.461855|-111.508505|2668.0|Monte Cristo, UT, USA||
UU|MGCU|38.5743|-109.5482|1241.0|Grand County Courthouse, Moab, UT, USA||
UU|MHD|40.66067|-111.80083|1597.0|Mile High Drive||
UU|MHS2|38.399506|-113.01303|1529.0|Milford High School, UT, USA||
UU|MID|40.51733|-112.25467|1722.0|Middle Canyon, UT, USA||
UU|MLI|42.02683|-112.1255|1896.0|Malad, ID, USA||
UU|MMU|38.1985|-111.29433|2391.4|Miners Mountain, UT, USA||
UU|MOR|41.04617|-111.66566|1633.0|Morgan, UT, USA||
UU|MOUT|41.19894|-111.87953|2748.0|Mount Ogden, UT, USA||
UU|MPU|40.0155|-111.63333|1909.0|Maple Canyon||
UU|MSU|38.51233|-112.17717|2105.0|Marysvale, UT, USA||
UU|MTPU|38.0415|-112.1843|3112.0|Mt. Pierson, UT, USA||
UU|MTUT|41.6709|-112.4551|1373.0|Morton Thiokol, UT, USA||
UU|NAI|41.01617|-112.228|1472.0|N. Antelope Island, UT, USA||
UU|NLU|39.95483|-112.075|2036.0|North Lily, UT, USA||
UU|NMU|38.5165|-112.85|1853.0|North Mineral Mountains, UT, USA||
UU|NOQ|40.6525|-112.12033|1622.0|North Oquirrh Mountains, UT, USA||
UU|NPI|42.14734|-112.51833|1640.0|North Pocatello Valley, ID, USA||
UU|OCP|40.298|-111.6907|1464.0|Orem City Park, UT, USA||
UU|OF2|41.2283|-111.9487|1358.0|Ogden Fire Station||
UU|OPS|41.22867|-111.97567|1317.0|Ogden Public Safety Bldg., Ogden, UT, USA||
UU|OSS|40.5653|-112.0288|1517.0|Oquirrh Substation, UT, USA||
UU|OWUT|38.78|-111.42367|2568.0|Old Woman Plateau, UT, USA||
UU|PCCW|42.0995|-110.8727|1996.0|Pine Creek, Cokeville, Wyoming||
UU|PCL|41.311|-112.1|1323.0|Plain City Landfill, UT, USA||
UU|PCR2|40.652478|-111.502437|2105.1|Park City, Utah||
UU|PEUT|38.7759|-112.0886|1644.0|Pahvant Elementary School, Richfield, UT, USA||
UU|PGC|40.37863|-111.71024|1707.0|Pleasant Grove Creek, UT, USA||
UU|PKCU|37.4439|-112.311|2834.0|Pink Cliffs, UT, USA||
UU|PNSU|39.62793|-110.24574|2749.5|Preston Nutter Ranch, Sunnyside Utah||
UU|PSUT|38.5337|-113.8547|1999.0|Pine Spring, UT, USA||
UU|PTU|41.92933|-112.32467|2192.0|Portage, UT, USA||
UU|RBU|40.78083|-111.80833|1676.0|Red Butte Canyon, UT, USA||
UU|RCJ|40.6585|-111.43933|2108.0|Ross Creek,Jordanelle, UT||
UU|RDMU|40.5708|-109.5695|2088.0|Red Mountain, UT||
UU|REUT|37.0976|-113.5193|791.0|Riverside Elementary School, Washington Fields, UT, USA||
UU|ROA|39.6615|-110.364667|2962.0|Roan Cliffs, UT, USA||
UU|RRCU|40.8869|-111.437|2028.0|Rees Ranch, Coalville, UT, USA old TA-N16A||
UU|RSUT|41.6385|-111.43166|2682.0|Red Spur, UT, USA||
UU|SAIU|40.85483|-112.1815|1384.0|South Antelope Island, UT, USA||
UU|SCC|40.67487|-111.9395|1306.0|Salt Lake Community College, UT, USA||
UU|SCS|41.09548|-112.04677|1321.0|Syracuse City Cemetery Shop, UT, USA||
UU|SCUT|37.1282|-113.6447|837.0|Santa Clara, UT, USA||
UU|SCY|40.05779|-111.68555|1386.0|Salem City Yard, Salem, UT, USA||
UU|SGSU|37.0474|-113.6064|755.0|St George Fire Station 4, St George, UT, USA||
UU|SGU|39.18233|-111.64467|2357.0|Sterling, UT, USA||
UU|SJF|40.55611|-111.93889|1356.0|South Jordan Fire Station, UT, USA||
UU|SNO|39.31967|-111.53883|2503.0|Snow College, UT, USA||
UU|SNUT|40.88567|-112.509|1652.0|Stansbury North, UT, USA||
UU|SPR2|40.182551|-111.611501|1382.0|Springville Fish Hatchery, UT, USA||
UU|SPS|40.6495|-112.31583|1293.0|Stansbury Park Sewer Lagoon, UT, USA||
UU|SPU|41.30867|-112.44917|2086.0|South Promontory Point, UT, USA||
UU|SRU|39.11083|-110.52383|1804.0|San Rafael Swell, UT, USA||
UU|SSC|40.58156|-111.855965|1414.0|Sandy Senior Center, UT, USA||
UU|SUU|39.88817|-111.79083|2024.0|Santaquin Canyon, UT, USA||
UU|SVWY|41.450253|-109.864683|1950.0|Solvay Mine, WY, USA||
UU|SWUT|39.3286|-113.1954|1644.0|Soap Wash, Delta, UT, USA||
UU|SZCU|37.595429|-113.087485|2020.2|Shurtz Canyon||
UU|TCRU|38.6095|-112.4472|2293.0|Three Creek Reservoir, UT, USA||
UU|TCU|41.11733|-111.40784|2269.0|Toone Canyon, UT, USA||
UU|TMU|39.2965|-111.20817|2731.0|Trail Mountain (BB), UT, USA||
UU|TPU|40.4302|-111.9022|1383.0|Thanksgiving Point, Lehi, UT, USA||
UU|TRS|40.51388|-112.31057|1568.0|Tooele Radio Shop, UT, USA||
UU|UHP|40.9917|-111.89755|1295.0|Utah Highway Patrol, Farmington, UT, USA||
UU|UTH|41.1442|-111.9253|1389.0|Uintah Town Hall, UT, USA||
UU|UTSC|40.777347|-111.88762|1385.0|Utah State Capitol Building Structural Array||
UU|UUE|40.7685|-111.8453|1449.0|University of Utah EMCB Bldg, SLC, UT, USA||
UU|VEC|40.65348|-112.03252|1480.0|Valley Emergency Communications Center, SLC, UT, USA||
UU|VNL2|40.458856|-109.548359|1647.5|Vernal2 (Uintah Middle School)||
UU|VRUT|37.4618|-113.8569|1874.0|Veyo Road, Veyo, UT, USA||
UU|WBC|41.1397|-111.9008|1602.0|Weber Canyon, UT, USA||
UU|WCF|41.63917|-111.93138|1387.0|Wellsville Fire Station, UT,USA||
UU|WCO2|37.131419|-113.509136|852.5|Washington City Office 2||
UU|WCU|38.96467|-112.09067|2673.0|Willow Creek, UT, USA||
UU|WDO|37.1076|-113.5865|831.0|Washington County School District, Saint George, UT, USA||
UU|WES|40.7329|-111.8543|1341.0|Westminster College, SLC, UT, USA||
UU|WMUT|40.07667|-111.83334|1981.0|West Mountain, UT, USA||
UU|WPUT|38.9975|-111.3589|2618.0|Wasatch Plateau, UT,USA||
UU|WTU|40.45483|-111.9535|1552.0|West Traverse Mountains, UT, USA||
UU|WVUT|41.61017|-111.95917|1828.0|Wellsville, UT, USA||
UU|ZNPU|37.3561|-113.1254|1953.0|Zion National Park, UT, USA||
UW|ABER|46.34275|-123.09923|786.3|Abernathy Mountain, Cowlitz County, WA, USA||
UW|AGNW|46.33332|-118.67942|355.0|Agriculture Northwest Farmland, Eureka, WA, USA||
UW|ALCT|47.6469|-122.0377|55.0|Alcott School, Redmond, WA, USA||
UW|ALKI|47.5751|-122.4176|1.0|Alki Wastewater Plant, Seattle, WA, USA||
UW|ALLI|47.32005|-122.91572|77.5|Grapeview Elem & Middle School, Grapeview, WA, USA||
UW|ALST|46.10881|-123.03414|198.0|Alston, OR, USA||
UW|ALVY|43.998161|-123.015793|155.0|Alvey BPA site, OR, USA||
UW|ANGUS|47.10084|-123.49277|89.7|Elk Ridge Ranch, WA, USA||
UW|ARTIC|46.80521|-123.75867|127.9|Weyerhaeuser Tree Farm, Grays Harbor County, WA, USA||
UW|ASR2|46.139699|-121.597405|1273.8|Mt. Adams - Stagman Ridge, WA, USA||
UW|AUG|45.73595|-121.68174|865.0|Augspurger Mtn, WA, USA||
UW|BABR|44.62132|-123.78924|438.7|Baber Butte, OR, USA||
UW|BAND|43.0903|-124.4093|6.5|Bandon, OR, USA||
UW|BAYC|46.59943|-123.94335|12.8|Bay Center Road, South Bend, WA, USA||
UW|BBO|42.88815|-122.6797|1623.0|Butler Butte, OR, USA||
UW|BDGR|46.85763|-120.29764|642.4|Fisse-Smith Property, Kittitas, WA, USA||
UW|BEAV|45.5274|-122.8428|61.8|Beaverton, OR, USA||
UW|BECK|47.64006|-122.82695|13.3|Seabeck Conference Center, Seabeck, WA, USA||
UW|BELF|47.46031|-122.826849|14.2|North Mason Regional Fire Authority, Belfair, WA, USA||
UW|BEND|44.066399|-121.328102|1151.1|Bend, OR, USA||
UW|BEVT|47.92497|-122.27811|174.1|Boeing Everett Plant, Everett, WA, USA||
UW|BHAM|48.78724|-122.41752|116.5|Bellingham, WA, USA||
UW|BHCR|48.12877|-118.04087|1075.8|Black Horse Canyon Ranch, Hunters, WA USA||
UW|BHW|47.83636|-122.03057|152.0|Bald Hill, WA, USA||
UW|BICK|46.040117|-120.33945|1164.1|Bickleton Ranch,Bickleton, WA, USA||
UW|BILS|47.53966|-124.25138|62.0|Queets, WA, USA||
UW|BLDG|47.27458|-122.21966|33.8|Mount Baker Middle School, Auburn, WA USA||
UW|BLOB|46.88353|-123.25042|62.8|Calvert Residence, Oakville, WA, USA||
UW|BLOW|44.6837|-122.1863|656.1|Detroit Lake, OR, USA||
UW|BNG|47.525375|-122.301674|15.0|Seattle, WA, USA||
UW|BOGA|47.947019|-124.394563|88.5|Bogachiel Clinic, Forks Community Hospital, Forks, WA, USA||
UW|BOIS|46.55054|-123.13018|79.8|Boistfort Consolidated School, Curtis, WA, USA||
UW|BOOK|48.01182|-122.523744|40.9|Freeland, WA, USA||
UW|BOW2|46.47667|-123.23298|925.0|Pe Ell, WA, USA||
UW|BRAN|45.9734|-117.2277|1153.8|Enterprise, OR, USA||
UW|BRAV|47.05386|-122.37483|134.1|Bethel School District OSC, Spanaway, WA, USA||
UW|BRGL|47.438297|-122.648651|116.2|Burley Glenwood Elementary School, Port Orchard, WA, USA||
UW|BRKS|47.755196|-122.290131|23.0|Brookside, WA, USA||
UW|BRO|44.267397|-122.452037|1361.0|Big Rock Lookout, OR, USA||
UW|BROK|42.0767|-124.2934|140.0|Brookings, OR, USA||
UW|BRPT|47.30104|-122.43633|31.3|Browns Point Fire Department, Browns Point, WA, USA||
UW|BRUIN|48.251709|-124.258624|13.0|Clallam Bay High School, Clallam Bay, WA, USA||
UW|BSFP|47.531864|-122.30777|4.0|Boeing Fire Protection, WA, USA||
UW|BTHL|47.79122|-122.23848|147.5|City of Bothell Fire Department, Bothell, WA, USA||
UW|BUCKS|48.15541|-123.83423|37.2|Joyce, WA, USA||
UW|BULL|45.44589|-122.15589|222.0|Portland Water Bureau Bull Run Reservoir, OR, USA||
UW|BURLY|46.4075|-121.86625|1616.0|Burley Mountain, Gifford Pinchot Nat Forest, Randle, WA, USA||
UW|BURN|43.57291|-119.13093|1616.2|Burns, OR, USA||
UW|BVW|46.81083|-119.88349|670.0|Beverly, WA, USA||
UW|CABL|42.8365|-124.5634|27.0|Cape Blanco, OR, USA||
UW|CBS|47.80469|-120.04285|1067.0|Chelan Butte South, WA, USA||
UW|CCFR|45.83798|-122.55889|118.4|Clark-Cowlitz Fire Station 22, Battle Ground, WA, USA||
UW|CCRK|46.558498|-119.854797|531.2|Sunnyside, WA, USA||
UW|CDF|46.11712|-122.04625|772.0|Cedar Flats, MSH, WA, USA||
UW|CHELN|47.83453|-120.00951|330.4|Lake Chelan Dam, North Abutment, Chelan, WA, USA||
UW|CHZZ|45.4865|-123.9781|55.0|Cape Meares, OR, USA||
UW|CINE|46.5566|-122.5673|203.4|Cinebar, WA, USA||
UW|CNNB|45.8881|-123.9605|13.0|Cannon Beach, OR, USA||
UW|COLT|45.17044|-122.438152|219.0|Colton, OR, USA||
UW|CONW|48.33963|-122.31873|22.5|Conway School, Mount Vernon, WA, USA||
UW|COOM|47.1731|-122.57062|99.7|Rainier Building, Pierce College, Lakewood, WA, USA||
UW|COOS|43.39566|-124.25334|34.0|Coos Bay, OR, USA||
UW|CORE|46.925789|-123.916045|46.1|Aberdeen, WA, USA||
UW|COUGS|46.72967|-117.13392|775.9|Pullman, WA, USA||
UW|COWL|46.48204|-122.66461|182.7|Weyerhaeuser Mt St Helens Tree Farm, Lewis County, WA, USA||
UW|COWS|47.6656|-121.93075|133.2|Carnation, WA, USA||
UW|COYL|47.69711|-122.78816|95.9|Quilcene, WA, USA||
UW|CPARK|46.96754|-123.69793|33.0|Central Park Elementary School, Aberdeen, WA, USA||
UW|CPW|46.9733|-123.13822|810.1|Capitol Peak, WA, USA||
UW|CRF|46.82486|-119.38813|189.0|Corfu, WA, USA||
UW|CROWN|48.30293|-124.47884|399.4|Crown Point, Clallam County, WA, USA||
UW|CTR|47.62173|-122.34975|37.0|Seattle, WA, USA||
UW|CUBS|47.40731|-122.01427|177.0|Tahoma Elementary School, Maple Valley, WA, USA||
UW|CUGR|48.1427|-122.21714|57.6|Cougar Creek Elementary School, Arlington, WA, USA||
UW|CVILL|48.55452|-117.87315|581.1|Solar Farm Field, Colville, WA, USA||
UW|CVSD|47.62391|-117.23842|619.4|Spokane Valley, WA, USA||
UW|CWFG|48.0923|-122.58246|92.7|Central Whidbey Island Fire, Greenbank, WA, USA||
UW|DART|48.24334|-121.60411|176.3|Darrington, WA, USA||
UW|DATON|46.26373|-117.92653|815.1|Dayton, WA, USA||
UW|DAVN|47.8006|-118.2741|482.6|Davenport, WA, USA||
UW|DAYT|47.22785|-123.22665|79.3|Westside Dayton Fire Station 16-1, Shelton, WA, USA||
UW|DDRF|46.4911|-119.0595|238.0|Didier Farms, Eltopia, WA, USA||
UW|DEAL|46.741|-123.55886|322.7|Weyerhaeuser Tree Farm, Grays Harbor County, WA, USA||
UW|DLTA|48.93608|-122.57398|23.4|Ferndale, WA, USA||
UW|DMNG|48.82545|-122.21451|62.8|Deming, WA, USA||
UW|DONK|48.42384|-122.15673|892.8|Steam Donkey, WA, USA||
UW|DOORS|47.05461|-123.25726|133.2|McCleary Water Tower Complex, McCleary, WA, USA||
UW|DOSE|47.7172|-122.9718|53.3|Dosewallips, Brinnon, WA, USA||
UW|DOTY|46.70464|-123.36923|429.8|Weyerhaeuser Tree Farm, Grays Harbor County, WA, USA||
UW|DREAM|48.30904|-120.65495|370.5|Stehekin, WA, USA||
UW|DREG|45.5678|-122.715|11.3|Portland, OR, USA||
UW|DUPO|47.10625|-122.646|68.9|DuPont City Hall, DuPont, WA, US||
UW|DY2|47.98523|-119.77201|894.0|Dyer Hill 2, WA, USA||
UW|EAGLE|47.25772|-122.9985|58.3|Pioneer Elementary School, Shelton, WA, USA||
UW|EARN|47.7409|-122.0438|159.0|East Ridge Elem, Woodinville, WA, USA||
UW|EDM|46.19717|-122.15121|1611.0|East Dome, Mt. St. Helens, WA, USA||
UW|EDSN|48.56202|-122.43611|3.1|Edison Elementary School, Bow, WA, USA||
UW|EGRN|47.072342|-122.974178|55.0|Evergreen College, Olympia, WA, USA||
UW|ELGR|48.145155|-122.46761|55.8|Elger Bay Elementary School, Camano, WA, USA||
UW|ELK|46.30597|-122.34167|1270.0|Mt St Helens, Elk Rock, WA, USA||
UW|ELL|46.90951|-120.56751|789.0|Ellensburg, WA, USA||
UW|ELW|47.494099|-121.872673|320.0|Echo Lake, WA, USA||
UW|EPH2|47.37066|-119.61169|690.0|Ephrata, WA, USA||
UW|EQUIL|47.83516|-122.85408|26.2|East Quilcene, WA, USA||
UW|ERIE|48.42941|-122.60657|26.8|Fidalgo Island, WA, USA||
UW|ERW|48.453827|-122.626121|387.0|Mt. Erie, WA, USA||
UW|ETW|47.60451|-120.33265|1474.7|Entiat, WA, USA||
UW|EVCC|48.006317|-122.20365|38.0|Everett Community College, Everett, WA, USA||
UW|EVGW|47.85422|-122.15462|152.4|Everett Gateway Middle School, Everett, WA, USA||
UW|EYES|45.329891|-123.05774|65.0|Newberg, OR, USA||
UW|FALCO|45.70452|-122.5548|86.2|Prairie High School, Vancouver, WA, USA||
UW|FHE|46.951778|-119.498093|455.0|Frenchman Hills East, WA, USA||
UW|FINN|47.72033|-122.23027|122.4|Finn Hill, Kirkland, WA, USA||
UW|FISH2|45.92751|-123.49937|146.3|Jewell, OR, USA||
UW|FLRE|43.98809|-124.1094|17.0|Florence, OR, USA||
UW|FORK|47.9475|-124.5662|44.9|Forks, WA, USA||
UW|GBB|46.60814|-119.6283|179.2|Gable Butte, Hanford, WA, USA||
UW|GHW|47.041489|-122.273727|261.1|Garrison Hill WA, Graham area, WA, USA||
UW|GIGA|46.80299|-124.07024|98.7|Grayland Intergalactic Airport, Grayland, WA, USA||
UW|GMO|44.438961|-120.957336|1689.0|Grizzly Mountain, OR, USA||
UW|GMW|47.5488|-122.78546|520.0|Gold Mountain, WA, USA||
UW|GNW|47.56413|-122.82498|220.0|Green Mountain, WA, USA||
UW|GOBBL|48.674659|-118.730196|1182.2|Knob Hil Comms Site, Republic, WA, USA||
UW|GOLDN|45.83295|-120.84539|512.0|Goldendale, WA, USA||
UW|GORGE|45.72|-121.45006|583.1|White Salmon, WA, USA||
UW|GPW|48.1177|-121.13802|2354.0|Glacier Peak, WA, USA||
UW|GRE|47.67223|-122.336511|41.0|Green Lake,Seattle, WA, USA||
UW|GRIF|47.14963|-122.94619|35.3|Griffin Fire Station 2, Olympia, WA, USA||
UW|GRIZZ|46.98362|-123.90902|17.4|Hoquiam High School, Hoquiam, WA, USA||
UW|GRNT|48.08761|-121.96209|129.1|Granite Falls Middle School, Granite Falls, WA, USA||
UW|GRUT|46.551242|-119.51025|205.8|Wet-Grout Plant, Hanford, WA, USA||
UW|GSM|47.20388|-121.796043|1324.7|Grass Mtn, Enumclaw, WA, USA||
UW|GTWN|47.551212|-122.322007|6.5|Georgetown, Seattle, WA, USA||
UW|GUEM|48.54667|-122.63014|52.5|Guemes Island, WA, USA||
UW|H1K|46.64468|-119.59287|152.0|100 K Area, Hanford, WA, USA||
UW|H2E|46.5578|-119.5345|210.0|200 East Area, Hanford, WA, USA||
UW|H2O|46.395444|-119.423714|160.8|Hanford, 200 Area, WA, USA||
UW|H2W|46.551683|-119.645301|204.2|200 West Area, Hanford, WA, USA||
UW|H3A|46.36322|-119.277473|119.0|300 Area, Hanford, WA, USA||
UW|H4A|46.43774|-119.355667|171.0|400 Area, Hanford, WA, USA||
UW|HANS|47.90736|-122.56941|77.5|Far Echo Farms, Hansville, WA, USA||
UW|HART|47.583765|-122.350098|2.0|Harbor Island, Seattle, WA, USA||
UW|HAWK|47.18207|-122.40545|127.6|Harvard Elementary School, Tacoma, WA, USA||
UW|HAZEL|45.74401|-122.71594|54.2|Baurs Corner Farm, Ridgefield, WA, USA||
UW|HBO|43.84463|-122.31817|1648.0|Oakridge, OR, USA||
UW|HDW|47.64903|-123.0535|987.4|Hoodsport, WA, USA||
UW|HERD|47.22757|-123.6531|178.1|Green Diamond Tree Farm, Grays Harbor County, WA, USA||
UW|HFMN|48.8846|-122.70077|67.6|Ferndale, WA USA||
UW|HGBL|46.59797|-119.46132|331.4|Hanford Gable Mountain, WA, USA||
UW|HICC|47.38924|-122.30084|105.0|Highline College, Des Moines, WA, USA||
UW|HILL|48.38806|-122.44702|38.1|La Conner, WA, USA||
UW|HOG|42.243016|-121.706295|1889.1|Klamath Falls, OR, USA||
UW|HOHM|47.76627|-124.30569|44.4|Hoh Humm Ranch, Forks, WA, USA||
UW|HOMA|47.3577|-122.03033|167.96|Tahoma High School, Maple Valley, WA, USA||
UW|HOOD|45.322262|-121.650932|1528.8|Mt. Hood, OR, USA||
UW|HOPR|47.9229|-120.8943|596.8|Tall Timber Ranch, Leavenworth, WA, USA||
UW|HOQUI|47.08075|-123.9566|101.0|City of Hoquiam Watershed, Hoquiam, WA, USA||
UW|HSR|46.17428|-122.18065|1720.0|South Ridge, Mt. St. Helens, WA, USA||
UW|HTW|47.80377|-121.76887|833.0|Haystack Lookout, WA, USA||
UW|HUBA|45.630675|-122.65259|45.0|Hudson Bay HS, WA, USA||
UW|HURR|47.97035|-123.49871|1605.0|Hurricane Ridge, WA, USA||
UW|HWIW|46.429255|-119.288809|128.7|Wooded Island Hanford, Ruby, WA, USA||
UW|HWK1|47.5951|-122.3308|11.0|Seahawks 1, Seattle, WA, USA||
UW|HWK2|47.59433|-122.3323|20.7|Seahawks 2, Seattle, WA, USA||
UW|HWK3|47.59433|-122.33076|20.7|Seahawks 3, Seattle, WA, USA||
UW|HWK4|47.59565|-122.33285|20.7|Seahawks 4, Seattle, WA, USA||
UW|HWK5|47.595745|-122.330688|20.7|Seahawks 5, Seattle, WA, USA||
UW|HWK6|47.59626|-122.331902|72.1|Seahawks 6, Seattle, WA, USA||
UW|HWK7|47.59652|-122.33151|6.0|Seahawks 7, Seattle, WA, USA||
UW|INGAL|46.72087|-123.18199|158.6|Weyerhaeuser Pe Ell Tree Farm, Lewis County, WA, USA||
UW|IRON|43.358|-118.4743|1226.5|Crane, OR, USA||
UW|IZEE|44.082|-119.5042|1299.2|Izee, OR, USA||
UW|JCW|48.195332|-121.92746|792.0|Jim Creek||
UW|JEDS|43.75157|-124.04905|159.5|Reedsport, OR, USA||
UW|JORV|42.97768|-117.05332|1339.0|Jordan Valley, OR, USA||
UW|KALA|47.56572|-124.33714|118.8|American Forest Management Tree Farm, Kalaloch, WA, USA||
UW|KCAM|47.5442|-122.31848|6.0|King County Airport Maintenance Shop, Seattle, WA, USA||
UW|KDK|47.59503|-122.33353|4.2|Kingdome, Seattle, WA, USA||
UW|KEEL|45.55006|-122.89632|69.4|Hillsboro, OR, USA||
UW|KELS|46.11569|-122.89293|3.83|Southwest Washington Regional Airport, Kelso, WA, USA||
UW|KENT|45.235699|-120.635101|784.4|Grass Valley, OR, USA||
UW|KEYS|47.36994|-122.76456|70.1|Key Peninsula Fire Department Stn 45, Gig Harbor, WA, USA||
UW|KFAL|42.25748|-121.78628|1326.3|Klamath Falls, OR, USA||
UW|KIMR|47.502669|-122.768563|121.81|Kitsap County HHW Collection Facility, Bremerton, WA, USA||
UW|KINR|47.752022|-122.644035|8.4|North Road Shop, Poulsbo, WA, USA||
UW|KITP|47.675201|-122.629745|49.0|Kitsap Treatment Plant, WA, USA||
UW|KNEL|47.38052|-122.25193|14.0|Kent Elementary, WA, USA||
UW|KNGST|47.80272|-122.51469|18.6|Kingston, WA, USA||
UW|KREP|45.8852|-121.4597|472.0|BZ Corner, WA, USA||
UW|KTSAP|47.5184|-122.93874|166.9|Belfair, WA, USA||
UW|KWOLF|47.01527|-122.82178|72.4|Komachin High School, Lacey, WA, USA||
UW|LACKA|46.85162|-122.48621|157.2|Lackamas Elementary School, Yelm, WA, USA||
UW|LANE|44.051569|-123.23286|122.0|Eugene, OR, USA||
UW|LARL|48.85949|-122.48445|26.8|Bellingham, WA, USA||
UW|LAVA|45.45836|-121.62434|953.0|Hood River County Forest, WA, USA||
UW|LAWT|47.65694|-122.39062|49.0|Lawton, Seattle, WA, USA||
UW|LBRT|47.38237|-117.32492|752.8|Spangle, WA, USA||
UW|LCCR|45.2059|-122.4784|271.0|Clarks, OR, USA||
UW|LCMC|47.44486|-123.18743|744.0|Lake Cushman Maintenance Company, Lake Cushman, WA, USA||
UW|LCV|46.00799|-118.27694|361.1|Les Collines Vineyard, Walla Walla, WA, USA||
UW|LCW2|46.66293|-122.6973|328.9|Lucas Creek, WA, USA||
UW|LEBA|46.545898|-123.563202|78.6|Lebam, WA, USA||
